position_id,game_id,ply_index,fullmove_number,side_to_move,player_elo,white_elo,black_elo,white,black,fen,actual_move_uci,actual_move_san,high_complexity,complexity_score,image_path,inference_status,elo_bucket_start,elo_bucket_label,maia_rank,maia_probability,maia_covered,maia_hit_at_1,maia_hit_at_3,maia_hit_at_5,stockfish_rank_found,stockfish_rank_clipped,stockfish_topk,stockfish_score_text,stockfish_covered,stockfish_hit_at_1,stockfish_hit_at_3,stockfish_hit_at_5
jZz3HX4t_ply_44,jZz3HX4t,44,23,white,1529,1529,1742,Youthman84,alfasacrificador,1k1r3r/ppp1q1b1/2p5/4P2p/2PP4/1P3Q2/PB3PPP/R3R1K1 w - - 0 23,d4d5,d5,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_44.png,success,1500,1500-1599,2,0.2631,True,False,True,True,,21,20,,False,False,False,False
jZz3HX4t_ply_46,jZz3HX4t,46,24,white,1529,1529,1742,Youthman84,alfasacrificador,1k1r3r/ppp3b1/2p5/3PP1qp/2P5/1P3Q2/PB3PPP/R3R1K1 w - - 1 24,d5c6,dxc6,True,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_46.png,success,1500,1500-1599,1,0.4941,True,True,True,True,9,9,20,+4.09,True,False,False,False
jZz3HX4t_ply_48,jZz3HX4t,48,25,white,1529,1529,1742,Youthman84,alfasacrificador,1k1r1r2/ppp3b1/2P5/4P1qp/2P5/1P3Q2/PB3PPP/R3R1K1 w - - 1 25,f3e3,Qe3,True,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_48.png,success,1500,1500-1599,2,0.3189,True,False,True,True,2,2,20,+4.00,True,False,True,True
jZz3HX4t_ply_50,jZz3HX4t,50,26,white,1529,1529,1742,Youthman84,alfasacrificador,1k1r1r2/ppp3b1/2P5/4Pq1p/2P5/1P2Q3/PB3PPP/R3R1K1 w - - 3 26,f2f3,f3,True,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_50.png,success,1500,1500-1599,6,0.0364,True,False,False,False,9,9,20,+3.30,True,False,False,False
jZz3HX4t_ply_52,jZz3HX4t,52,27,white,1529,1529,1742,Youthman84,alfasacrificador,1k3r2/ppp3b1/2P5/4Pq1p/2P5/1P1rQP2/PB4PP/R3R1K1 w - - 1 27,e3e4,Qe4,True,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_52.png,success,1500,1500-1599,1,0.451,True,True,True,True,1,1,20,+4.18,True,True,True,True
jZz3HX4t_ply_54,jZz3HX4t,54,28,white,1529,1529,1742,Youthman84,alfasacrificador,1k3r2/ppp3b1/2P5/4P2p/2P1q3/1P1r1P2/PB4PP/R3R1K1 w - - 0 28,e1e4,Rxe4,True,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_54.png,success,1500,1500-1599,1,0.8653,True,True,True,True,1,1,20,+4.04,True,True,True,True
jZz3HX4t_ply_56,jZz3HX4t,56,29,white,1529,1529,1742,Youthman84,alfasacrificador,1k3r2/ppp3b1/2P5/4P2p/2P1R3/1P3P2/PB1r2PP/R5K1 w - - 1 29,b2c3,Bc3,True,44,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_56.png,success,1500,1500-1599,1,0.3146,True,True,True,True,3,3,20,+4.11,True,False,True,True
jZz3HX4t_ply_58,jZz3HX4t,58,30,white,1529,1529,1742,Youthman84,alfasacrificador,1k3r2/ppp3b1/2P5/4P2p/2P1R3/1PB2P2/P1r3PP/R5K1 w - - 3 30,e4e3,Re3,True,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/jZz3HX4t_ply_58.png,success,1500,1500-1599,3,0.1525,True,False,True,True,5,5,20,+3.21,True,False,False,True
kEI48UY8_ply_18,kEI48UY8,18,10,white,1530,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nqpp2/3p4/3P4/3QP2N/PPP2PPP/RN2K2R w KQkq - 0 10,h3f4,Nf4,True,49,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_18.png,success,1500,1500-1599,2,0.2161,True,False,True,True,4,4,20,-0.32,True,False,False,True
kEI48UY8_ply_19,kEI48UY8,19,10,black,1525,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nqpp2/3p4/3P1N2/3QP3/PPP2PPP/RN2K2R b KQkq - 1 10,e6e5,e5,True,40,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_19.png,success,1500,1500-1599,2,0.1964,True,False,True,True,1,1,20,+0.38,True,True,True,True
kEI48UY8_ply_20,kEI48UY8,20,11,white,1530,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nq1p2/3pp3/3P1N2/3QP3/PPP2PPP/RN2K2R w KQkq - 0 11,f4h5,Nh5,True,38,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_20.png,success,1500,1500-1599,2,0.2496,True,False,True,True,4,4,20,-0.88,True,False,False,True
kEI48UY8_ply_21,kEI48UY8,21,11,black,1525,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nq1p2/3pp2N/3P4/3QP3/PPP2PPP/RN2K2R b KQkq - 1 11,e5e4,e4,True,37,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_21.png,success,1500,1500-1599,4,0.1209,True,False,False,True,9,9,20,+0.11,True,False,False,False
kEI48UY8_ply_22,kEI48UY8,22,12,white,1530,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nq1p2/3p3N/3Pp3/3QP3/PPP2PPP/RN2K2R w KQkq - 0 12,d3e2,Qe2,True,37,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_22.png,success,1500,1500-1599,1,0.334,True,True,True,True,6,6,20,-0.71,True,False,False,False
kEI48UY8_ply_23,kEI48UY8,23,12,black,1525,1530,1525,javrey,ammar3166,r3k2r/ppp1n1pp/2nq1p2/3p3N/3Pp3/4P3/PPP1QPPP/RN2K2R b KQkq - 1 12,e8c8,O-O-O,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_23.png,success,1500,1500-1599,2,0.1641,True,False,True,True,3,3,20,+0.31,True,False,True,True
kEI48UY8_ply_24,kEI48UY8,24,13,white,1530,1530,1525,javrey,ammar3166,2kr3r/ppp1n1pp/2nq1p2/3p3N/3Pp3/4P3/PPP1QPPP/RN2K2R w KQ - 2 13,h5g7,Nxg7,False,4,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_24.png,success,1500,1500-1599,1,0.6725,True,True,True,True,1,1,20,-0.09,True,True,True,True
kEI48UY8_ply_25,kEI48UY8,25,13,black,1525,1530,1525,javrey,ammar3166,2kr3r/ppp1n1Np/2nq1p2/3p4/3Pp3/4P3/PPP1QPPP/RN2K2R b KQ - 0 13,h8g8,Rhg8,False,7,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_25.png,success,1500,1500-1599,1,0.743,True,True,True,True,1,1,20,+0.32,True,True,True,True
kEI48UY8_ply_26,kEI48UY8,26,14,white,1530,1530,1525,javrey,ammar3166,2kr2r1/ppp1n1Np/2nq1p2/3p4/3Pp3/4P3/PPP1QPPP/RN2K2R w KQ - 1 14,e2g4,Qg4+,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_26.png,success,1500,1500-1599,2,0.1631,True,False,True,True,2,2,20,-2.49,True,False,True,True
kEI48UY8_ply_27,kEI48UY8,27,14,black,1525,1530,1525,javrey,ammar3166,2kr2r1/ppp1n1Np/2nq1p2/3p4/3Pp1Q1/4P3/PPP2PPP/RN2K2R b KQ - 2 14,c8b8,Kb8,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_27.png,success,1500,1500-1599,1,0.7354,True,True,True,True,2,2,6,+2.89,True,False,True,True
kEI48UY8_ply_28,kEI48UY8,28,15,white,1530,1530,1525,javrey,ammar3166,1k1r2r1/ppp1n1Np/2nq1p2/3p4/3Pp1Q1/4P3/PPP2PPP/RN2K2R w KQ - 3 15,g7f5,Nf5,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_28.png,success,1500,1500-1599,6,0.0569,True,False,False,False,,21,20,,False,False,False,False
kEI48UY8_ply_29,kEI48UY8,29,15,black,1525,1530,1525,javrey,ammar3166,1k1r2r1/ppp1n2p/2nq1p2/3p1N2/3Pp1Q1/4P3/PPP2PPP/RN2K2R b KQ - 4 15,d6b4,Qb4+,True,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_29.png,success,1500,1500-1599,3,0.166,True,False,True,True,1,1,20,+4.91,True,True,True,True
kEI48UY8_ply_30,kEI48UY8,30,16,white,1530,1530,1525,javrey,ammar3166,1k1r2r1/ppp1n2p/2n2p2/3p1N2/1q1Pp1Q1/4P3/PPP2PPP/RN2K2R w KQ - 5 16,b1d2,Nd2,True,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_30.png,success,1500,1500-1599,3,0.1467,True,False,True,True,2,2,6,-6.47,True,False,True,True
kEI48UY8_ply_31,kEI48UY8,31,16,black,1525,1530,1525,javrey,ammar3166,1k1r2r1/ppp1n2p/2n2p2/3p1N2/1q1Pp1Q1/4P3/PPPN1PPP/R3K2R b KQ - 6 16,g8g4,Rxg4,True,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_31.png,success,1500,1500-1599,1,0.7649,True,True,True,True,1,1,20,+5.28,True,True,True,True
kEI48UY8_ply_32,kEI48UY8,32,17,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/2n2p2/3p1N2/1q1Pp1r1/4P3/PPPN1PPP/R3K2R w KQ - 0 17,f5e7,Nxe7,True,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_32.png,success,1500,1500-1599,1,0.4884,True,True,True,True,8,8,20,-7.45,True,False,False,False
kEI48UY8_ply_33,kEI48UY8,33,17,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1N2p/2n2p2/3p4/1q1Pp1r1/4P3/PPPN1PPP/R3K2R b KQ - 0 17,c6e7,Nxe7,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_33.png,success,1500,1500-1599,1,0.59,True,True,True,True,2,2,20,+6.85,True,False,True,True
kEI48UY8_ply_34,kEI48UY8,34,18,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp1r1/4P3/PPPN1PPP/R3K2R w KQ - 0 18,h2h3,h3,True,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_34.png,success,1500,1500-1599,6,0.0479,True,False,False,False,8,8,20,-7.28,True,False,False,False
kEI48UY8_ply_35,kEI48UY8,35,18,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp1r1/4P2P/PPPN1PP1/R3K2R b KQ - 0 18,g4g2,Rxg2,False,5,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_35.png,success,1500,1500-1599,1,0.8572,True,True,True,True,5,5,20,+7.02,True,False,False,True
kEI48UY8_ply_36,kEI48UY8,36,19,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp3/4P2P/PPPN1Pr1/R3K2R w KQ - 0 19,a1b1,Rb1,True,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_36.png,success,1500,1500-1599,5,0.0225,True,False,False,True,9,9,18,-7.79,True,False,False,False
kEI48UY8_ply_37,kEI48UY8,37,19,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp3/4P2P/PPPN1Pr1/1R2K2R b K - 1 19,g2f2,Rxf2,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_37.png,success,1500,1500-1599,11,0.0113,True,False,False,False,,21,20,,False,False,False,False
kEI48UY8_ply_38,kEI48UY8,38,20,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp3/4P2P/PPPN1r2/1R2K2R w K - 0 20,c2c3,c3,True,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_38.png,success,1500,1500-1599,2,0.3072,True,False,True,True,1,1,14,-6.81,True,True,True,True
kEI48UY8_ply_39,kEI48UY8,39,20,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/1q1Pp3/2P1P2P/PP1N1r2/1R2K2R b K - 0 20,b4a4,Qa4,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_39.png,success,1500,1500-1599,4,0.0992,True,False,False,True,3,3,20,+6.84,True,False,True,True
kEI48UY8_ply_40,kEI48UY8,40,21,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/q2Pp3/2P1P2P/PP1N1r2/1R2K2R w K - 1 21,e1f2,Kxf2,False,7,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_40.png,success,1500,1500-1599,1,0.9724,True,True,True,True,1,1,17,-7.39,True,True,True,True
kEI48UY8_ply_41,kEI48UY8,41,21,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/q2Pp3/2P1P2P/PP1N1K2/1R5R b - - 0 21,a4a2,Qxa2,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_41.png,success,1500,1500-1599,1,0.6516,True,True,True,True,3,3,20,+6.46,True,False,True,True
kEI48UY8_ply_42,kEI48UY8,42,22,white,1530,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/3Pp3/2P1P2P/qP1N1K2/1R5R w - - 0 22,h3h4,h4,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_42.png,success,1500,1500-1599,4,0.092,True,False,False,True,9,9,20,-6.49,True,False,False,False
kEI48UY8_ply_43,kEI48UY8,43,22,black,1525,1530,1525,javrey,ammar3166,1k1r4/ppp1n2p/5p2/3p4/3Pp2P/2P1P3/qP1N1K2/1R5R b - - 0 22,d8g8,Rg8,True,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_43.png,success,1500,1500-1599,3,0.1174,True,False,True,True,20,20,20,+5.87,True,False,False,False
kEI48UY8_ply_44,kEI48UY8,44,23,white,1530,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p2/3p4/3Pp2P/2P1P3/qP1N1K2/1R5R w - - 1 23,h4h5,h5,True,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_44.png,success,1500,1500-1599,2,0.296,True,False,True,True,4,4,20,-6.36,True,False,False,True
kEI48UY8_ply_45,kEI48UY8,45,23,black,1525,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p2/3p3P/3Pp3/2P1P3/qP1N1K2/1R5R b - - 0 23,a2a4,Qa4,True,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_45.png,success,1500,1500-1599,9,0.0151,True,False,False,False,18,18,20,+5.76,True,False,False,False
kEI48UY8_ply_46,kEI48UY8,46,24,white,1530,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p2/3p3P/q2Pp3/2P1P3/1P1N1K2/1R5R w - - 1 24,b2b3,b3,True,44,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_46.png,success,1500,1500-1599,1,0.2781,True,True,True,True,4,4,20,-6.21,True,False,False,True
kEI48UY8_ply_47,kEI48UY8,47,24,black,1525,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p2/3p3P/q2Pp3/1PP1P3/3N1K2/1R5R b - - 0 24,a4d7,Qd7,True,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_47.png,success,1500,1500-1599,2,0.1855,True,False,True,True,6,6,20,+5.63,True,False,False,False
kEI48UY8_ply_48,kEI48UY8,48,25,white,1530,1530,1525,javrey,ammar3166,1k4r1/pppqn2p/5p2/3p3P/3Pp3/1PP1P3/3N1K2/1R5R w - - 1 25,h5h6,h6,True,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_48.png,success,1500,1500-1599,5,0.0634,True,False,False,True,11,11,20,-7.37,True,False,False,False
kEI48UY8_ply_49,kEI48UY8,49,25,black,1525,1530,1525,javrey,ammar3166,1k4r1/pppqn2p/5p1P/3p4/3Pp3/1PP1P3/3N1K2/1R5R b - - 0 25,d7g4,Qg4,True,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_49.png,success,1500,1500-1599,2,0.2222,True,False,True,True,,21,20,,False,False,False,False
kEI48UY8_ply_50,kEI48UY8,50,26,white,1530,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p1P/3p4/3Pp1q1/1PP1P3/3N1K2/1R5R w - - 1 26,h1g1,Rhg1,True,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_50.png,success,1500,1500-1599,2,0.3219,True,False,True,True,10,10,20,-9.19,True,False,False,False
kEI48UY8_ply_51,kEI48UY8,51,26,black,1525,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p1P/3p4/3Pp1q1/1PP1P3/3N1K2/1R4R1 b - - 2 26,g4h4,Qh4+,True,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_51.png,success,1500,1500-1599,1,0.7732,True,True,True,True,2,2,20,+8.59,True,False,True,True
kEI48UY8_ply_52,kEI48UY8,52,27,white,1530,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p1P/3p4/3Pp2q/1PP1P3/3N1K2/1R4R1 w - - 3 27,f2f1,Kf1,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_52.png,success,1500,1500-1599,2,0.2084,True,False,True,True,1,1,3,-9.51,True,True,True,True
kEI48UY8_ply_53,kEI48UY8,53,27,black,1525,1530,1525,javrey,ammar3166,1k4r1/ppp1n2p/5p1P/3p4/3Pp2q/1PP1P3/3N4/1R3KR1 b - - 4 27,g8g1,Rxg1+,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_53.png,success,1500,1500-1599,2,0.3334,True,False,True,True,2,2,20,+7.64,True,False,True,True
kEI48UY8_ply_54,kEI48UY8,54,28,white,1530,1530,1525,javrey,ammar3166,1k6/ppp1n2p/5p1P/3p4/3Pp2q/1PP1P3/3N4/1R3Kr1 w - - 0 28,f1g1,Kxg1,True,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_54.png,success,1500,1500-1599,1,0.9913,True,True,True,True,1,1,2,-7.99,True,True,True,True
kEI48UY8_ply_55,kEI48UY8,55,28,black,1525,1530,1525,javrey,ammar3166,1k6/ppp1n2p/5p1P/3p4/3Pp2q/1PP1P3/3N4/1R4K1 b - - 0 28,h4h6,Qxh6,True,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/kEI48UY8_ply_55.png,success,1500,1500-1599,1,0.4695,True,True,True,True,2,2,20,+7.23,True,False,True,True
lyzMcwW0_ply_18,lyzMcwW0,18,10,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp2pp1/2n1p2p/3pP1q1/1b1P4/2NB1Q2/PPP1NPPP/R3K2R w KQ - 5 10,a2a3,a3,True,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_18.png,success,1500,1500-1599,3,0.1132,True,False,True,True,2,2,20,+1.03,True,False,True,True
lyzMcwW0_ply_20,lyzMcwW0,20,11,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp2pp1/2n1p2p/b2pP1q1/3P4/P1NB1Q2/1PP1NPPP/R3K2R w KQ - 1 11,e1g1,O-O,True,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_20.png,success,1500,1500-1599,2,0.3357,True,False,True,True,15,15,20,-0.44,True,False,False,False
lyzMcwW0_ply_22,lyzMcwW0,22,12,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp2pp1/1bn1p2p/3pP1q1/3P4/P1NB1Q2/1PP1NPPP/R4RK1 w - - 3 12,a1d1,Rad1,True,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_22.png,success,1500,1500-1599,3,0.1194,True,False,True,True,2,2,20,-1.43,True,False,True,True
lyzMcwW0_ply_24,lyzMcwW0,24,13,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp3p1/1bn1pp1p/3pP1q1/3P4/P1NB1Q2/1PP1NPPP/3R1RK1 w - - 0 13,d3b5,Bb5,True,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_24.png,success,1500,1500-1599,12,0.0228,True,False,False,False,,21,20,,False,False,False,False
lyzMcwW0_ply_26,lyzMcwW0,26,14,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp3p1/1bn1p2p/1B1pp1q1/3P4/P1N2Q2/1PP1NPPP/3R1RK1 w - - 0 14,f3e3,Qe3,True,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_26.png,success,1500,1500-1599,3,0.1194,True,False,True,True,1,1,20,-2.68,True,True,True,True
lyzMcwW0_ply_28,lyzMcwW0,28,15,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp3p1/1bn1p2p/1B1p2q1/3p4/P1N1Q3/1PP1NPPP/3R1RK1 w - - 0 15,e3g5,Qxg5,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_28.png,success,1500,1500-1599,2,0.3224,True,False,True,True,1,1,20,-2.06,True,True,True,True
lyzMcwW0_ply_30,lyzMcwW0,30,16,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp3p1/1bn1p3/1B1p2p1/3p4/P1N5/1PP1NPPP/3R1RK1 w - - 0 16,b5c6,Bxc6,True,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_30.png,success,1500,1500-1599,1,0.4497,True,True,True,True,4,4,20,-4.08,True,False,False,True
lyzMcwW0_ply_32,lyzMcwW0,32,17,white,1591,1591,1615,nfleitas,Jay-Jay-Steel,r1b2rk1/ppp3p1/1bB1p3/3p2p1/8/P1p5/1PP1NPPP/3R1RK1 w - - 0 17,c6a4,Ba4,True,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/lyzMcwW0_ply_32.png,success,1500,1500-1599,2,0.2158,True,False,True,True,1,1,20,-4.34,True,True,True,True
